etablissement;annee;ville;academie;departement;taux_brut_de_reussite_total_series;taux_reussite_attendu_france_total_series
LYCEE LOUIS MAJORELLE;2020;TOUL;NANCY-METZ;MEURTHE ET MOSELLE;99;
LYCEE JACQUES CALLOT;2020;VANDOEUVRE LES NANCY;NANCY-METZ;MEURTHE ET MOSELLE;99;
LYCEE SAINT LEON IX;2020;NANCY;NANCY-METZ;MEURTHE ET MOSELLE;100;
LYCEE NOTRE DAME SAINT SIGISBERT;2020;NANCY;NANCY-METZ;MEURTHE ET MOSELLE;100;
LYCEE SAINT DOMINIQUE;2020;NANCY;NANCY-METZ;MEURTHE ET MOSELLE;96;
LYCEE JEAN-BAPTISTE VATELOT;2020;TOUL;NANCY-METZ;MEURTHE ET MOSELLE;100;
LYCEE LA MALGRANGE;2020;JARVILLE LA MALGRANGE;NANCY-METZ;MEURTHE ET MOSELLE;99;
LYCEE RAYMOND POINCARE;2020;BAR LE DUC;NANCY-METZ;MEUSE;95;
LYCEE ALAIN RENE LESAGE;2020;VANNES;RENNES;MORBIHAN;97;
LYCEE NOTRE DAME DU VOEU;2020;HENNEBONT;RENNES;MORBIHAN;99;
LYCEE ST PAUL;2020;VANNES;RENNES;MORBIHAN;100;
LYCEE VICTOR HUGO;2020;HENNEBONT;RENNES;MORBIHAN;97;
LYCEE ANTOINE DE SAINT-EXUPERY;2020;FAMECK;NANCY-METZ;MOSELLE;96;
LYCEE BLAISE PASCAL (GENERAL ET TECHNO.);2020;FORBACH;NANCY-METZ;MOSELLE;87;
LYCEE ROBERT SCHUMAN;2020;METZ;NANCY-METZ;MOSELLE;92;
LYCEE ERCKMANN CHATRIAN;2020;PHALSBOURG;NANCY-METZ;MOSELLE;96;
LYCEE ET DES TECHNO INNOV. C. JULLY (GENERAL ET TECHNO.);2020;ST AVOLD;NANCY-METZ;MOSELLE;96;
LYCEE SAINT ANTOINE;2020;PHALSBOURG;NANCY-METZ;MOSELLE;100;
LYCEE NOTRE DAME DE LA PROVIDENCE;2020;THIONVILLE;NANCY-METZ;MOSELLE;100;
LYCEE ROSA PARKS (GENERAL ET TECHNO.);2020;THIONVILLE;NANCY-METZ;MOSELLE;96;
LYCEE ANTOINE GAPP;2020;FORBACH;NANCY-METZ;MOSELLE;100;
LYCEE JEAN XXIII;2020;MONTIGNY LES METZ;NANCY-METZ;MOSELLE;100;
LYCEE CONDORCET (GENERAL ET TECHNO.);2020;SCHOENECK;NANCY-METZ;MOSELLE;99;
LYCEE JESSE DE FOREST (GENERAL ET TECHNO.);2020;AVESNES SUR HELPE;LILLE;NORD;98;
LYCEE BEAUPRE (GENERAL ET TECHNO.);2020;HAUBOURDIN;LILLE;NORD;96;
LYCEE DES FLANDRES;2020;HAZEBROUCK;LILLE;NORD;99;
LYCEE HÔTELIER INTERNATIONAL DE LILL;2020;LILLE;LILLE;NORD;96;
LYCEE EUGENE THOMAS (GENERAL ET TECHNO.);2020;LE QUESNOY;LILLE;NORD;98;
LYCEE HENRI WALLON;2020;VALENCIENNES;LILLE;NORD;96;
LYCEE SAINTE JEANNE D'ARC;2020;AULNOYE AYMERIES;LILLE;NORD;96;
LYCEE LA CROIX BLANCHE;2020;BONDUES;LILLE;NORD;100;
LYCEE DAMPIERRE (GENERAL ET TECHNO.);2020;VALENCIENNES;LILLE;NORD;100;
LYCEE HELENE BOUCHER (GENERAL ET TECHNO.);2020;SOMAIN;LILLE;NORD;100;
LYCEE NOTRE-DAME DE LA PROVIDENCE (GENERAL ET TECHNO.);2020;ORCHIES;LILLE;NORD;100;
LYCEE SAINT LUC;2020;CAMBRAI;LILLE;NORD;100;
LYCEE NOTRE-DAME DES DUNES;2020;DUNKERQUE;LILLE;NORD;100;
LYCEE SAINTE ODILE;2020;LAMBERSART;LILLE;NORD;98;
LYCEE NOTRE-DAME DE LA PAIX;2020;LILLE;LILLE;NORD;100;
LYCEE ANDRE LURCAT (GENERAL ET TECHNO.);2020;MAUBEUGE;LILLE;NORD;85;
LYCEE ARTHUR RIMBAUD;2020;SIN LE NOBLE;LILLE;NORD;97;
LYCEE PRIVE AVERROES;2020;LILLE;LILLE;NORD;99;
LYCEE MIREILLE GRENET;2020;COMPIEGNE;AMIENS;OISE;99;
LYCEE SEVIGNE;2020;COMPIEGNE;AMIENS;OISE;100;
LYCEE JEANNE HACHETTE;2020;BEAUVAIS;AMIENS;OISE;95;
LYCEE JEAN MONNET;2020;CREPY EN VALOIS;AMIENS;OISE;98;
LYCEE NAPOLEON (GENERAL ET TECHNO.);2020;L AIGLE;NORMANDIE;ORNE;99;
LYCEE ST FRANCOIS DE SALES (GENERAL ET TECHNO.);2020;ALENCON;NORMANDIE;ORNE;99;
LYCEE JEAN MONNET (GENERAL ET TECHNO.);2020;MORTAGNE AU PERCHE;NORMANDIE;ORNE;97;
LYCEE CARNOT (GENERAL ET TECHNO.);2020;BRUAY LA BUISSIERE;LILLE;PAS DE CALAIS;94;
LYCEE SOPHIE BERTHELOT;2020;CALAIS;LILLE;PAS DE CALAIS;96;
LYCEE FERNAND DARCHICOURT;2020;HENIN BEAUMONT;LILLE;PAS DE CALAIS;95;
LYCEE LOUIS PASTEUR (GENERAL ET TECHNO.);2020;HENIN BEAUMONT;LILLE;PAS DE CALAIS;98;
LYCEE GUY MOLLET (GENERAL ET TECHNO.);2020;ARRAS;LILLE;PAS DE CALAIS;93;
LYCEE SAINT DENIS (GENERAL ET TECHNO.);2020;ST OMER;LILLE;PAS DE CALAIS;100;
LYCEE GIRAUX SANNIER (GENERAL ET TECHNO.);2020;ST MARTIN BOULOGNE;LILLE;PAS DE CALAIS;98;
LYCEE GAMBETTA CARNOT;2020;ARRAS;LILLE;PAS DE CALAIS;96;
LYCEE D'ARTOIS (GENERAL ET TECHNO.);2020;NOEUX LES MINES;LILLE;PAS DE CALAIS;96;
LYCEE BLAISE PASCAL (GENERAL ET TECHNO.);2020;AMBERT;CLERMONT-FERRAND;PUY DE DOME;99;
LYCEE JEAN ZAY;2020;THIERS;CLERMONT-FERRAND;PUY DE DOME;99;
LYCEE AMBROISE BRUGIERE;2020;CLERMONT FERRAND;CLERMONT-FERRAND;PUY DE DOME;92;
LYCEE MASSILLON;2020;CLERMONT FERRAND;CLERMONT-FERRAND;PUY DE DOME;100;
LYCEE RENE DESCARTES;2020;COURNON D AUVERGNE;CLERMONT-FERRAND;PUY DE DOME;99;
LYCEE JULES SUPERVIELLE;2020;OLORON STE MARIE;BORDEAUX;PYRENEES ATLANTIQUES;99;
LYCEE ST LOUIS VILLA PIA;2020;BAYONNE;BORDEAUX;PYRENEES ATLANTIQUES;100;
LYCEE ST JOSEPH;2020;OLORON STE MARIE;BORDEAUX;PYRENEES ATLANTIQUES;100;
LYCEE STELLA MARIS;2020;ANGLET;BORDEAUX;PYRENEES ATLANTIQUES;100;
LYCEE JACQUES MONOD;2020;LESCAR;BORDEAUX;PYRENEES ATLANTIQUES;100;
LYCEE MICHELET;2020;LANNEMEZAN;TOULOUSE;HAUTES PYRENEES;98;
LYCEE THEOPHILE GAUTIER;2020;TARBES;TOULOUSE;HAUTES PYRENEES;99;
LYCEE PIERRE MENDES FRANCE;2020;VIC EN BIGORRE;TOULOUSE;HAUTES PYRENEES;100;
LYCEE LA SERRE DE SARSAN;2020;LOURDES;TOULOUSE;HAUTES PYRENEES;100;
LYCEE NOTRE-DAME DE GARAISON (GENERAL ET TECHNO.);2020;MONLEON MAGNOAC;TOULOUSE;HAUTES PYRENEES;98;
LYCEE DEODAT DE SEVERAC (GENERAL ET TECHNO.);2020;CERET;MONTPELLIER;PYRENEES ORIENTALES;99;
LYCEE JEAN LURCAT (GENERAL ET TECHNO.);2020;PERPIGNAN;MONTPELLIER;PYRENEES ORIENTALES;95;
LYCEE CHARLES RENOUVIER (GENERAL ET TECHNO.);2020;PRADES;MONTPELLIER;PYRENEES ORIENTALES;99;
LYCEE ET SPORTIF PIERRE DE COUBERTIN;2020;FONT ROMEU ODEILLO VIA;MONTPELLIER;PYRENEES ORIENTALES;100;
LYCEE SAINT PIERRE DE LA MER;2020;ST CYPRIEN;MONTPELLIER;PYRENEES ORIENTALES;100;
LYCEE HENRI MECK;2020;MOLSHEIM;STRASBOURG;BAS RHIN;97;
LYCEE FREPPEL;2020;OBERNAI;STRASBOURG;BAS RHIN;99;
LYCEE JEAN MONNET;2020;STRASBOURG;STRASBOURG;BAS RHIN;88;
LYCEE MARIE CURIE;2020;STRASBOURG;STRASBOURG;BAS RHIN;93;
LYCEE LOUIS COUFFIGNAL (GENERAL ET TECHNO.);2020;STRASBOURG;STRASBOURG;BAS RHIN;98;
LYCEE RENE CASSIN (GENERAL ET TECHNO.);2020;STRASBOURG;STRASBOURG;BAS RHIN;84;
LYCEE STANISLAS (GENERAL ET TECHNO.);2020;WISSEMBOURG;STRASBOURG;BAS RHIN;98;
INSTITUTION STE PHILOMENE;2020;HAGUENAU;STRASBOURG;BAS RHIN;100;
INSTITUTION NOTRE DAME;2020;STRASBOURG;STRASBOURG;BAS RHIN;100;
INSTIT.LA DOCTRINE CHRETIENNE;2020;STRASBOURG;STRASBOURG;BAS RHIN;100;
LYCEE JEAN JACQUES HENNER (GENERAL ET TECHNO.);2020;ALTKIRCH;STRASBOURG;HAUT RHIN;100;
LYCEE BARTHOLDI;2020;COLMAR;STRASBOURG;HAUT RHIN;99;
LYCEE CAMILLE SEE;2020;COLMAR;STRASBOURG;HAUT RHIN;98;
LYCEE THEODORE DECK (GENERAL ET TECHNO.);2020;GUEBWILLER;STRASBOURG;HAUT RHIN;99;
LYCEE LOUIS ARMAND;2020;MULHOUSE;STRASBOURG;HAUT RHIN;96;
LYCEE SAINT ANDRE;2020;COLMAR;STRASBOURG;HAUT RHIN;100;
LYCEE AUGUSTE ET LOUIS LUMIERE;2020;LYON 08;LYON;RHONE;90;
LYCEE PARC CHABRIERES;2020;OULLINS;LYON;RHONE;91;
LYCEE EDOUARD BRANLY (GENERAL ET TECHNO.);2020;LYON 05;LYON;RHONE;98;
EXTERNAT DE LA TRINITE;2020;LYON 06;LYON;RHONE;99;
LYCEE SAINT JOSEPH;2020;TASSIN LA DEMI LUNE;LYON;RHONE;100;
LYCEE O R T;2020;LYON 08;LYON;RHONE;100;
LYCEE JEAN-BAPTISTE DE LA SALLE;2020;LYON 01;LYON;RHONE;98;
LYCEE NOTRE DAME DE BEL AIR;2020;TARARE;LYON;RHONE;99;
LYCEE ARAGON-PICASSO (GENERAL ET TECHNO.);2020;GIVORS;LYON;RHONE;93;
CITE SCOLAIRE INTERNATIONALE;2020;LYON 07;LYON;RHONE;99;
LYCEE CONDORCET;2020;ST PRIEST;LYON;RHONE;92;
LYCEE ROSA PARKS;2020;NEUVILLE SUR SAONE;LYON;RHONE;99;
LYCEE GERMAINE TILLION;2020;SAIN BEL;LYON;RHONE;100;
LYCEE BONAPARTE (GENERAL ET TECHNO.);2020;AUTUN;DIJON;SAONE ET LOIRE;96;
LYCEE MATHIAS (GENERAL ET TECHNO.);2020;CHALON SUR SAONE;DIJON;SAONE ET LOIRE;96;
LYCEE NIEPCE-BALLEURE (GENERAL ET TECHNO.);2020;CHALON SUR SAONE;DIJON;SAONE ET LOIRE;96;
LYCEE GABRIEL TOUCHARD-WASHINGTON (GENERAL ET TECHNO.);2020;LE MANS;NANTES;SARTHE;98;
LYCEE ANDRE MALRAUX;2020;ALLONNES;NANTES;SARTHE;98;
LYCEE ST PAUL-NOTRE DAME;2020;LA FERTE BERNARD;NANTES;SARTHE;97;
LYCEE AMBROISE CROIZAT (GENERAL ET TECHNO.);2020;MOUTIERS TARENTAISE;GRENOBLE;SAVOIE;100;
LYCEE PAUL HEROULT (GENERAL ET TECHNO.);2020;ST JEAN DE MAURIENNE;GRENOBLE;SAVOIE;97;
LYCEE DU GRANIER;2020;LA RAVOIRE;GRENOBLE;SAVOIE;99;
LYCEE LOUIS LACHENAL (GENERAL ET TECHNO.);2020;ARGONAY;GRENOBLE;HAUTE SAVOIE;99;
LYCEE DES GLIERES (GENERAL ET TECHNO.);2020;ANNEMASSE;GRENOBLE;HAUTE SAVOIE;95;
LYCEE CHARLES PONCET (GENERAL ET TECHNO.);2020;CLUSES;GRENOBLE;HAUTE SAVOIE;94;
LYCEE MONT BLANC RENE DAYVE (GENERAL ET TECHNO.);2020;PASSY;GRENOBLE;HAUTE SAVOIE;98;
LYCEE MME DE STAEL;2020;ST JULIEN EN GENEVOIS CEDE;GRENOBLE;HAUTE SAVOIE;97;
LYCEE ANNA DE NOAILLES (GENERAL ET TECHNO.);2020;EVIAN LES BAINS;GRENOBLE;HAUTE SAVOIE;99;
LYCEE SAINT JOSEPH;2020;THONES;GRENOBLE;HAUTE SAVOIE;100;
LYCEE JEANNE D ARC;2020;THONON LES BAINS;GRENOBLE;HAUTE SAVOIE;98;
LYCEE DEMOTZ DE LA SALLE (GENERAL ET TECHNO.);2020;RUMILLY;GRENOBLE;HAUTE SAVOIE;100;
LYCEE DE L'ALBANAIS;2020;RUMILLY;GRENOBLE;HAUTE SAVOIE;100;
LYCEE MAXIMILIEN VOX-ART-DESSIN (GENERAL ET TECHNO.);2020;PARIS 06;PARIS;PARIS;99;
LYCEE LAVOISIER;2020;PARIS 05;PARIS;PARIS;100;
LYCEE MONTAIGNE;2020;PARIS 06;PARIS;PARIS;99;
LYCEE CONDORCET;2020;PARIS 09;PARIS;PARIS;100;
LYCEE PAUL VALERY;2020;PARIS 12;PARIS;PARIS;91;
LYCEE PIERRE-GILLES DE GENNES-ENCPB;2020;PARIS 13;PARIS;PARIS;94;
LYCEE FRANCOIS VILLON;2020;PARIS 14;PARIS;PARIS;91;
LYCEE CAMILLE SEE;2020;PARIS 15;PARIS;PARIS;96;
LYCEE JANSON DE SAILLY;2020;PARIS 16;PARIS;PARIS;99;
LYCEE JEAN DROUANT (GENERAL ET TECHNO.);2020;PARIS 17;PARIS;PARIS;90;
LYCEE DIDEROT (GENERAL ET TECHNO.);2020;PARIS 19;PARIS;PARIS;98;
LYCEE SEVIGNE;2020;PARIS 05;PARIS;PARIS;100;
LYCEE PAUL CLAUDEL D'HULST;2020;PARIS 07;PARIS;PARIS;100;
LYCEE LES PETITS CHAMPS;2020;PARIS 19;PARIS;PARIS;100;
LYCEE YABNE;2020;PARIS 13;PARIS;PARIS;100;
LYCEE BOSSUET-NOTRE-DAME;2020;PARIS 10;PARIS;PARIS;100;
LYCEE CHARLES PEGUY;2020;PARIS 11;PARIS;PARIS;100;
LYCEE L'ASSOMPTION;2020;PARIS 16;PARIS;PARIS;100;
LYCEE JULES RICHARD MICROTECHNIQUES (GENERAL ET TECHNO.);2020;PARIS 19;PARIS;PARIS;100;
LYCEE STE URSULE-LOUISE BETTIGNIES;2020;PARIS 17;PARIS;PARIS;100;
LYCEE CHARLES DE FOUCAULD;2020;PARIS 18;PARIS;PARIS;100;
LYCEE GEORGES BRASSENS;2020;PARIS 19;PARIS;PARIS;98;
LYCEE NOTRE-DAME -ST VINCENT DE PAUL;2020;PARIS 13;PARIS;PARIS;99;
LYCEE HEIKHAL MENAHEM SINAI;2020;PARIS 20;PARIS;PARIS;100;
LYCEE THOMAS CORNEILLE;2020;BARENTIN;NORMANDIE;SEINE MARITIME;99;
LYCEE ANGUIER (GENERAL ET TECHNO.);2020;EU;NORMANDIE;SEINE MARITIME;96;
LYCEE JULES SIEGFRIED;2020;LE HAVRE;NORMANDIE;SEINE MARITIME;97;
LYCEE SCHUMAN-PERRET (GENERAL ET TECHNO.);2020;LE HAVRE;NORMANDIE;SEINE MARITIME;97;
LYCEE JEAN PREVOST;2020;MONTIVILLIERS;NORMANDIE;SEINE MARITIME;96;
LYCEE GUSTAVE FLAUBERT;2020;ROUEN;NORMANDIE;SEINE MARITIME;96;
LYCEE LA CHATAIGNERAIE (GENERAL ET TECHNO.);2020;LE MESNIL ESNARD;NORMANDIE;SEINE MARITIME;98;
LYCEE LA PROVIDENCE;2020;LE MESNIL ESNARD;NORMANDIE;SEINE MARITIME;100;
LYCEE DE LA COTE D'ALBATRE;2020;ST VALERY EN CAUX;NORMANDIE;SEINE MARITIME;99;
LYCEE LE CORBUSIER (GENERAL ET TECHNO.);2020;ST ETIENNE DU ROUVRAY;NORMANDIE;SEINE MARITIME;100;
LYCEE DU GOLF (GENERAL ET TECHNO.);2020;DIEPPE;NORMANDIE;SEINE MARITIME;90;
LYCEE GEORGES BAPTISTE (GENERAL ET TECHNO.);2020;CANTELEU;NORMANDIE;SEINE MARITIME;100;
LYCEE LA FAYETTE (GENERAL ET TECHNO.);2020;CHAMPAGNE SUR SEINE;CRETEIL;SEINE ET MARNE;99;
LYCEE HENRI MOISSAN;2020;MEAUX;CRETEIL;SEINE ET MARNE;96;
LYCEE PIERRE DE COUBERTIN (GENERAL ET TECHNO.);2020;MEAUX;CRETEIL;SEINE ET MARNE;94;
LYCEE LEONARD DE VINCI (GENERAL ET TECHNO.);2020;MELUN;CRETEIL;SEINE ET MARNE;90;
LYCEE SAINT ASPAIS (GENERAL ET TECHNO.);2020;MELUN;CRETEIL;SEINE ET MARNE;100;
LYCEE BOSSUET;2020;MEAUX;CRETEIL;SEINE ET MARNE;100;
LYCEE HONORE DE BALZAC;2020;MITRY MORY;CRETEIL;SEINE ET MARNE;90;
LYCEE RENE DESCARTES (GENERAL ET TECHNO.);2020;CHAMPS SUR MARNE;CRETEIL;SEINE ET MARNE;98;
LYCEE CAMILLE CLAUDEL;2020;PONTAULT COMBAULT;CRETEIL;SEINE ET MARNE;98;
LYCEE MARTIN LUTHER KING;2020;BUSSY ST GEORGES;CRETEIL;SEINE ET MARNE;98;
LYCEE LA TOUR DES DAMES (GENERAL ET TECHNO.);2020;ROZAY EN BRIE;CRETEIL;SEINE ET MARNE;95;
LYCEE DE LA MARE CARREE (GENERAL ET TECHNO.);2020;MOISSY CRAMAYEL;CRETEIL;SEINE ET MARNE;96;
LYCEE SAMUEL BECKETT;2020;LA FERTE SOUS JOUARRE;CRETEIL;SEINE ET MARNE;93;
LYCEE LES SEPT MARES;2020;MAUREPAS;VERSAILLES;YVELINES;99;
LYCEE PLAINE DE NEAUPHLE;2020;TRAPPES;VERSAILLES;YVELINES;92;
LYCEE DESCARTES;2020;MONTIGNY LE BRETONNEUX;VERSAILLES;YVELINES;98;
LYCEE D'HOTELLERIE ET DE TOURISME (GENERAL ET TECHNO.);2020;GUYANCOURT;VERSAILLES;YVELINES;100;
LYCEE JULES FERRY;2020;CONFLANS STE HONORINE;VERSAILLES;YVELINES;96;
LYCEE LOUIS DE BROGLIE;2020;MARLY LE ROI;VERSAILLES;YVELINES;99;
LYCEE CHARLES DE GAULLE;2020;POISSY;VERSAILLES;YVELINES;95;
LYCEE LOUISE WEISS (GENERAL ET TECHNO.);2020;ACHERES;VERSAILLES;YVELINES;99;
LYCEE SAINT-EXUPERY;2020;MONTIGNY LE BRETONNEUX;VERSAILLES;YVELINES;100;
LYCEE LE CORBUSIER;2020;POISSY;VERSAILLES;YVELINES;95;
LYCEE LEONARD DE VINCI (GENERAL ET TECHNO.);2020;ST GERMAIN EN LAYE;VERSAILLES;YVELINES;91;
LYCEE HOCHE;2020;VERSAILLES;VERSAILLES;YVELINES;100;
LYCEE NOTRE DAME DU GRANDCHAMP;2020;VERSAILLES;VERSAILLES;YVELINES;100;
LYCEE INTERNATIONAL;2020;ST GERMAIN EN LAYE;VERSAILLES;YVELINES;100;
LYCEE SAINT-AUGUSTIN;2020;ST GERMAIN EN LAYE;VERSAILLES;YVELINES;100;
LYCEE VENISE VERTE;2020;NIORT;POITIERS;DEUX-SEVRES;96;
LYCEE EDOUARD GAND;2020;AMIENS;AMIENS;SOMME;80;
LYCEE EDOUARD BRANLY;2020;AMIENS;AMIENS;SOMME;99;
LYCEE LA HOTOIE (GENERAL ET TECHNO.);2020;AMIENS;AMIENS;SOMME;93;
LYCEE LAS CASES;2020;LAVAUR;TOULOUSE;TARN;99;
LYCEE D'AMBOISE;2020;ALBI;TOULOUSE;TARN;99;
LYCEE JEAN BAYLET (GENERAL ET TECHNO.);2020;VALENCE D AGEN;TOULOUSE;TARN ET GARONNE;97;
LYCEE RAYNOUARD (GENERAL ET TECHNO.);2020;BRIGNOLES;NICE;VAR;97;
LYCEE DE LORGUES - THOMAS EDISON (GENERAL ET TECHNO.);2020;LORGUES;NICE;VAR;95;
LYCEE DUMONT D URVILLE;2020;TOULON;NICE;VAR;96;
LYCEE MARIE FRANCE;2020;TOULON;NICE;VAR;93;
LYCEE DU GOLFE DE SAINT TROPEZ (GENERAL ET TECHNO.);2020;GASSIN;NICE;VAR;96;
LYCEE BONAPARTE;2020;TOULON;NICE;VAR;98;
LYCEE DU COUDON;2020;LA GARDE;NICE;VAR;98;
LYCEE STANISLAS;2020;ST RAPHAEL;NICE;VAR;100;
LYCEE ISMAEL DAUPHIN;2020;CAVAILLON;AIX-MARSEILLE;VAUCLUSE;98;
LYCEE ST JOSEPH;2020;AVIGNON;AIX-MARSEILLE;VAUCLUSE;99;
LYCEE SAINT GABRIEL;2020;VALREAS;AIX-MARSEILLE;VAUCLUSE;91;
LYCEE GEORGES CLEMENCEAU;2020;CHANTONNAY;NANTES;VENDEE;100;
LYCEE PIERRE MENDES-FRANCE;2020;LA ROCHE SUR YON;NANTES;VENDEE;96;
LYCEE ROSA PARKS (GENERAL ET TECHNO.);2020;LA ROCHE SUR YON;NANTES;VENDEE;98;
LYCEE ND DE LA TOURTELIERE;2020;POUZAUGES;NANTES;VENDEE;100;
LYCEE STE MARIE DU PORT (GENERAL ET TECHNO.);2020;LES SABLES D OLONNE;NANTES;VENDEE;99;
LYCEE JEANNE D'ARC;2020;MONTAIGU VENDEE;NANTES;VENDEE;100;
LYCEE FRANCOIS TRUFFAUT;2020;CHALLANS;NANTES;VENDEE;98;
LYCEE UNION CHRETIENNE;2020;POITIERS;POITIERS;VIENNE;100;
LYCEE KYOTO (GENERAL ET TECHNO.);2020;POITIERS;POITIERS;VIENNE;100;
LYCEE GAY LUSSAC;2020;LIMOGES;LIMOGES;HAUTE VIENNE;97;
LYCEE SUZANNE VALADON (GENERAL ET TECHNO.);2020;LIMOGES;LIMOGES;HAUTE VIENNE;93;
LYCEE ST JEAN;2020;LIMOGES;LIMOGES;HAUTE VIENNE;98;
LYCEE JEAN-BAPTISTE VUILLAUME;2020;MIRECOURT;NANCY-METZ;VOSGES;96;
LYCEE JULES FERRY;2020;ST DIE DES VOSGES;NANCY-METZ;VOSGES;96;
LYCEE NOTRE DAME - SAINT JOSEPH;2020;EPINAL;NANCY-METZ;VOSGES;99;
LYCEE JEAN-JOSEPH FOURIER (GENERAL ET TECHNO.);2020;AUXERRE;DIJON;YONNE;93;
LYCEE JEANNE D'ARC (GENERAL ET TECHNO.);2020;AVALLON;DIJON;YONNE;100;
LYCEE RAOUL FOLLEREAU;2020;BELFORT;BESANCON;TERRITOIRE DE BELFORT;93;
LYCEE GEOFFROY-SAINT-HILAIRE (GENERAL ET TECHNO.);2020;ETAMPES;VERSAILLES;ESSONNE;96;
LYCEE BLAISE PASCAL;2020;ORSAY;VERSAILLES;ESSONNE;99;
LYCEE JEANNE D'ARC;2020;ETAMPES;VERSAILLES;ESSONNE;100;
COURS SECONDAIRE;2020;ORSAY;VERSAILLES;ESSONNE;100;
LYCEE SAINT PIERRE (GENERAL ET TECHNO.);2020;BRUNOY;VERSAILLES;ESSONNE;100;
LYCEE PARC DES LOGES;2020;EVRY COURCOURONNES;VERSAILLES;ESSONNE;94;
LYCEE GEORGES BRASSENS (GENERAL ET TECHNO.);2020;EVRY COURCOURONNES;VERSAILLES;ESSONNE;99;
LYCEE JULES VERNE;2020;LIMOURS;VERSAILLES;ESSONNE;96;
LYCEE EMMANUEL MOUNIER;2020;CHATENAY MALABRY;VERSAILLES;HAUTS DE SEINE;97;
LYCEE GUY DE MAUPASSANT;2020;COLOMBES;VERSAILLES;HAUTS DE SEINE;92;
LYCEE MARIE CURIE;2020;SCEAUX;VERSAILLES;HAUTS DE SEINE;98;
LYCEE ALEXANDRE DUMAS;2020;ST CLOUD;VERSAILLES;HAUTS DE SEINE;99;
LYCEE NOTRE-DAME;2020;BOURG LA REINE;VERSAILLES;HAUTS DE SEINE;100;
LYCEE LA SOURCE;2020;MEUDON;VERSAILLES;HAUTS DE SEINE;100;
LYCEE SAINT DOMINIQUE;2020;NEUILLY SUR SEINE;VERSAILLES;HAUTS DE SEINE;100;
LYCEE LEONARD DE VINCI (GENERAL ET TECHNO.);2020;LEVALLOIS PERRET;VERSAILLES;HAUTS DE SEINE;96;
LYCEE HENRI WALLON;2020;AUBERVILLIERS;CRETEIL;SEINE SAINT-DENIS;95;
LYCEE JEAN RENOIR;2020;BONDY;CRETEIL;SEINE SAINT-DENIS;97;
LYCEE ESPERANCE;2020;AULNAY SOUS BOIS;CRETEIL;SEINE SAINT-DENIS;99;
LYCEE FLORA TRISTAN;2020;NOISY LE GRAND;CRETEIL;SEINE SAINT-DENIS;95;
LYCEE JEAN ROSTAND (GENERAL ET TECHNO.);2020;VILLEPINTE;CRETEIL;SEINE SAINT-DENIS;96;
LYCEE MAURICE UTRILLO (GENERAL ET TECHNO.);2020;STAINS;CRETEIL;SEINE SAINT-DENIS;98;
LYCEE FRANCOISE CABRINI;2020;NOISY LE GRAND;CRETEIL;SEINE SAINT-DENIS;100;
LYCEE GERMAINE TILLION;2020;LE BOURGET;CRETEIL;SEINE SAINT-DENIS;99;
LYCEE SAINTE MARIE;2020;STAINS;CRETEIL;SEINE SAINT-DENIS;100;
LYCEE ANGELA DAVIS (GENERAL ET TECHNO.);2020;ST DENIS;CRETEIL;SEINE SAINT-DENIS;97;
LYCEE ANTOINE DE SAINT EXUPERY (GENERAL ET TECHNO.);2020;CRETEIL;CRETEIL;VAL-DE-MARNE;95;
LYCEE ROMAIN ROLLAND;2020;IVRY SUR SEINE;CRETEIL;VAL-DE-MARNE;96;
LYCEE EUGENE DELACROIX;2020;MAISONS ALFORT;CRETEIL;VAL-DE-MARNE;97;
LYCEE LOUIS ARMAND (GENERAL ET TECHNO.);2020;NOGENT SUR MARNE;CRETEIL;VAL-DE-MARNE;94;
LYCEE D'ARSONVAL;2020;ST MAUR DES FOSSES;CRETEIL;VAL-DE-MARNE;98;
LYCEE JEAN MACE (GENERAL ET TECHNO.);2020;VITRY SUR SEINE;CRETEIL;VAL-DE-MARNE;97;
LYCEE GUILLAUME BUDE (GENERAL ET TECHNO.);2020;LIMEIL BREVANNES;CRETEIL;VAL-DE-MARNE;92;
LYCEE PABLO PICASSO;2020;FONTENAY SOUS BOIS;CRETEIL;VAL-DE-MARNE;93;
LYCEE DARIUS MILHAUD (GENERAL ET TECHNO.);2020;LE KREMLIN BICETRE;CRETEIL;VAL-DE-MARNE;93;
LYCEE NOTRE DAME DES MISSIONS;2020;CHARENTON LE PONT;CRETEIL;VAL-DE-MARNE;100;
LYCEE OZAR HATORAH GARCONS;2020;CRETEIL;CRETEIL;VAL-DE-MARNE;100;
ENSEMBLE SAINTE MARIE;2020;CRETEIL;CRETEIL;VAL-DE-MARNE;99;
LYCEE JULIE-VICTOIRE DAUBIE;2020;ARGENTEUIL;VERSAILLES;VAL D'OISE;98;
LYCEE JEAN-JACQUES ROUSSEAU (GENERAL ET TECHNO.);2020;SARCELLES;VERSAILLES;VAL D'OISE;93;
LYCEE SAINT MARTIN DE FRANCE;2020;PONTOISE;VERSAILLES;VAL D'OISE;97;
LYCEE DE LA TOURELLE (GENERAL ET TECHNO.);2020;SARCELLES;VERSAILLES;VAL D'OISE;91;
LYCEE TORAT EMET;2020;SARCELLES;VERSAILLES;VAL D'OISE;100;
LYCEE SIMONE DE BEAUVOIR;2020;GARGES LES GONESSE;VERSAILLES;VAL D'OISE;93;
